2010	5	85	Seattle Surge	Danny Syvret	Defense	STS
2010	5	86	Las Vegas Desperado	Tom Pyatt	Winger	LVD
2010	5	87	Brandon Bandits	Brandon Segal	Winger	BRA
2010	5	88	Wichita Wolfpack	Grant Clitsome	Defense	WIT
2010	5	89	Charlotte Storm	Ben Lovejoy	Defense	CHA
2010	5	90	Milwaukee Ice Dragons	Aaron Asham	Winger	MIL
2010	5	91	Seattle Surge	Ales Kotalik	Winger	STS
2010	5	92	San Francisco Fighting Cocks	Oskars Bartulis	Defense	SFC
2010	5	93	Oklahoma City Oil Barons	Mark Fraser	Defense	OKL
2010	5	94	Green Bay Glory	Ryan White	Center	GRE
2010	5	95	San Francisco Fighting Cocks	Alexandre Giroux	Center	SFC
2010	5	96	San Francisco Fighting Cocks	Vladimir Zharkov	Winger	SFC
2010	5	97	San Francisco Fighting Cocks	Ryan Jones	Winger	SFC
2010	5	98	Oakland Assassins	Lauri Korpikoski	Winger	OAK
2010	5	99	Mississauga Indians	Sean Avery	Winger	MGA
2010	5	100	Las Vegas Desperado	Patrick Kaleta	Winger	LVD
2011	1	1	South Carolina Stingrays	Jordan Eberle	Winger	SCS
2011	1	2	South Carolina Stingrays	Jeff Skinner	Winger	SCS
2011	1	3	South Carolina Stingrays	Taylor Hall	Winger	SCS
2011	1	4	Louisiana Voodoo	Cam Fowler	Defense	LOU
2011	1	5	South Carolina Stingrays	P.K. Subban	Defense	SCS
2011	1	6	South Carolina Stingrays	Tyler Seguin	Center	SCS
2011	1	7	Indianapolis Mountain Goats	Keven Shattenkirk	Winger	IND
2011	1	8	Louisiana Voodoo	Magnus Paajarvi	Center	LOU
2011	1	9	Mississauga Indians	Oliver Ekman-Larsson	Defense	MGA
2011	1	10	Charlotte Storm	Alexander Burmistrov	Center	CHA
2011	1	11	Green Bay Glory	Marcus Johansson	Winger	GRE
2011	1	12	South Carolina Stingrays	Corey Crawford	Goaltender	SCS
2011	1	13	Milwaukee Ice Dragons	Travis Hamonic	Defense	MIL
2011	1	14	Halifax Conquerers	Derek Stepan	Center	HAL
2011	1	15	Louisville Lionhearts	Nazem Kadri	Center	LVL
2011	1	16	Oakland Assassins	Mattias Tedenby	Winger	OAK
2011	1	17	Toledo Honey Badgers	P.M. Bouchard	Center	TOL
2011	1	18	Oakland Assassins	Cory Schneider	Goaltender	OAK
2011	1	19	Halifax Conquerers	James Reimer	Goaltender	HAL
2011	1	20	Louisville Lionhearts	Luke Adam	Center	LVL
2011	2	21	Seattle Surge	Kyle Turris	Center	STS
2011	2	22	Seattle Surge	Jonathan Blum	Defense	STS
2011	2	23	Oakland Assassins	Bobby Butler	Winger	OAK
2011	2	24	Oklahoma City Oil Barons	Jacob Josefsen	Center	OKL
2011	2	25	Halifax Conquerers	Anthony Stewart	Winger	HAL
2011	2	26	Oakland Assassins	Nick Leddy	Defense	OAK
2011	2	27	Milwaukee Ice Dragons	Linus Omark	Winger	MIL
2011	2	28	Halifax Conquerers	Mike Weber	Defense	HAL
2011	2	29	San Francisco Fighting Cocks	Mats Zuccarello	Winger	SFC
2011	2	30	San Francisco Fighting Cocks	Brandon McMillan	Winger	SFC
2011	2	31	Las Vegas Desperado	Kyle Clifford	Winger	LVD
2011	2	32	San Francisco Fighting Cocks	Braden Holtby	Goaltender	SFC
2011	2	33	Brandon Bandits	Matt Calvert	Winger	BRA
2011	2	34	San Francisco Fighting Cocks	Zac Dalpe	Center	SFC
2011	2	35	Milwaukee Ice Dragons	Tomas Tatar	Winger	MIL
2011	2	36	Halifax Conquerers	Lars Eller	Center	HAL
2011	2	37	Louisiana Voodoo	Nick Palmieri	Winger	LOU
2011	2	38	Seattle Surge	Blake Geoffrion	Winger	STS
2011	2	39	Mississauga Indians	Evgeni Dadonov	Winger	MGA
2011	2	40	Brandon Bandits	Andrei Loktionov	Center	BRA
2011	3	41	Mississauga Indians	Dustin Jeffrey	Winger	MGA
2011	3	42	Oklahoma City Oil Barons	Brett MacLean	Winger	OKL
2011	3	43	Indianapolis Mountain Goats	Jonathon Bernier	Goaltender	IND
2011	3	44	Toledo Honey Badgers	Kyle Palmieri	Winger	TOL
2011	3	45	Toledo Honey Badgers	Sergei Bobrovsky	Goaltender	TOL
2011	3	46	Green Bay Glory	David Desharnais	Center	GRE
2011	3	47	Louisiana Voodoo	Cam Barker	Defense	LOU
2011	3	48	Seattle Surge	Alec Martinez	Defense	STS
2011	3	49	Las Vegas Desperado	Erik Condra	Center	LVD
2011	3	50	Oklahoma City Oil Barons	Eric Tangradi	Winger	OKL
2011	3	51	San Francisco Fighting Cocks	Mike Sauer	Defense	SFC
2011	3	52	Toledo Honey Badgers	Kevin Poulin	Goaltender	TOL
2011	3	53	Louisville Lionhearts	Patrice Cormier	Center	LVL
2011	3	54	Indianapolis Mountain Goats	Ryan McDonagh	Defense	IND
2011	3	55	Halifax Conquerers	Jack Skille	Winger	HAL
2011	3	56	Wichita Wolfpack	Keith Aulie	Defense	WIT
2011	3	57	Halifax Conquerers	Clayton Stoner	Defense	HAL
2011	3	58	Toledo Honey Badgers	Jason Garrison	Defense	TOL
2011	3	59	Mississauga Indians	M.A. Bergeron	Defense	MGA
2011	3	60	San Francisco Fighting Cocks	Jeff Petry	Defense	SFC
2011	4	61	South Carolina Stingrays	Teemu Hartikainen	Winger	SCS
2011	4	62	San Francisco Fighting Cocks	Ben Eager	Winger	SFC
2011	4	63	South Carolina Stingrays	Jakub Kindl	Defense	SCS
2011	4	64	Oklahoma City Oil Barons	Jacques Caron	Goaltender	OKL
2011	4	65	Milwaukee Ice Dragons	Marco Scandella	Defense	MIL
2011	4	66	Charlotte Storm	Dana Tyrell	Center	CHA
2011	4	67	Seattle Surge	Anders Lindback	Goaltender	STS
2011	4	68	San Francisco Fighting Cocks	Nikita Nikitin	Defense	SFC
2011	4	69	Charlotte Storm	Phil McRae	Center	CHA
2011	4	70	San Francisco Fighting Cocks	Radek Martinek	Defense	SFC
2011	4	71	San Francisco Fighting Cocks	Jared Spurgeon	Defense	SFC
2011	4	72	Brandon Bandits	Yannick Weber	Defense	BRA
2011	4	73	Wichita Wolfpack	Trevor Lewis	Winger	WIT
2011	4	74	Charlotte Storm	Ian Cole	Defense	CHA
2011	4	75	Mississauga Indians	Al Montoya	Goaltender	MGA
2011	4	76	South Carolina Stingrays	Kyle Wellwood	Winger	SCS
2011	4	77	Halifax Conquerers	Zenon Konopka	Center	HAL
2011	4	78	Toledo Honey Badgers	David Clarkson	Winger	TOL
2011	4	79	Indianapolis Mountain Goats	Matt Taormina	Defense	IND
2011	4	80	Brandon Bandits	Ty Wishart	Defense	BRA
2011	5	81	San Francisco Fighting Cocks	Drayson Bowman	Winger	SFC
2011	5	82	Louisiana Voodoo	Mark Fayne	Defense	LOU
2011	5	83	Mississauga Indians	Colin Greening	Winger	MGA
2011	5	84	Oklahoma City Oil Barons	Johan Harju	Winger	OKL
2011	5	85	Wichita Wolfpack	Tim Jackman	Winger	WIT
2011	5	86	San Francisco Fighting Cocks	Chuck Kobasew	Winger	SFC
2011	5	87	San Francisco Fighting Cocks	Mark Stuart	Defense	SFC
2011	5	88	Milwaukee Ice Dragons	Chris Tanev	Defense	MIL
2011	5	89	South Carolina Stingrays	Joey Crabb	Winger	SCS
2011	5	90	Charlotte Storm	Scott Timmins	Center	CHA
2011	5	91	San Francisco Fighting Cocks	Liam Reddox	Winger	SFC
2011	5	92	Milwaukee Ice Dragons	Henrik Karlsson	Goaltender	MIL
2011	5	93	Charlotte Storm	Matt Martin	Winger	CHA
2011	5	94	Charlotte Storm	Tomas Vincour	Winger	CHA
2011	5	95	San Francisco Fighting Cocks	Andy Sutton	Defense	SFC
2011	5	96	Indianapolis Mountain Goats	Tim Brent	Center	IND
2011	5	97	San Francisco Fighting Cocks	Dainius Zubrus	Winger	SFC
2011	5	98	Toledo Honey Badgers	Gilbert Brule	Center	TOL
2011	5	99	San Francisco Fighting Cocks	Chris Vande Velde	Center	SFC
2011	5	100	San Francisco Fighting Cocks	Ryan O'Marra	Center	SFC
2012	1	1	Oklahoma City Oil Barons	Ryan Nugent-Hopkins	Center	OKL
2012	1	2	Louisville Lionhearts	Gabriel Landeskog	Winger	LVL
2012	1	3	Albuquerque Chupacabras	Adam Henrique	Center	ALB
2012	1	4	Oakland Assassins	Brayden Schenn	Center	OAK
2012	1	5	Toledo Honey Badgers	Cody Hodgson	Center	TOL
2012	1	6	Oakland Assassins	Justin Faulk	Defense	OAK
2012	1	7	Abbotsford Loggerheads	Adam Larsson	Defense	ABB
2012	1	8	Toledo Honey Badgers	Sean Couturier	Center	TOL
2012	1	9	Mississippi Mudbugs	Carl Hagelin	Winger	MIS
2012	1	10	Green Bay Glory	Matt Read	Winger	GRE
2012	1	11	Oakland Assassins	Jacob Markstrom	Goaltender	OAK
2012	1	12	Charlotte Storm	Jake Gardiner	Defense	CHA
2012	1	13	Green Bay Glory	Jaromir Jagr	Winger	GRE
2012	1	14	South Carolina Stingrays	Ryan Johansen	Center	SCS
2012	1	15	Oakland Assassins	Ryan Ellis	Defense	OAK
2012	1	16	Wichita Wolfpack	Nino Niederreiter	Winger	WIT
2012	1	17	Kelowna Mountaineers	Zach Kassian	Winger	KEL
2012	1	18	Toledo Honey Badgers	Eric Gudbranson	Defense	TOL
2012	1	19	Oakland Assassins	Brendan Smith	Defense	OAK
2012	1	20	Abbotsford Loggerheads	Brett Connolly	Winger	ABB
2012	2	21	Oklahoma City Oil Barons	Matt Hackett	Goaltender	OKL
2012	2	22	Toledo Honey Badgers	Slava Voynov	Defense	TOL
