45	"Blais, Samuel*"	WIT	RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Playoffs	Rookie
46	"Blandisi, Joseph"		LW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Playoffs	Veteran
47	"Blueger, Teddy*"	ATL	LW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Playoffs	Rookie
48	"Boedker, Mikkel"	OKL	LW	4	0	1	1	-1	0	0	0	0	0	4	0.0	55	13.8	0	0	0	0.0	26	4	30	86.7	3	6	9	33.3	0	0	0	0	0.0	3	0.75	1	0.250	1	1	0	0	0	0	0	0	0	0	2019-20	Playoffs	Veteran
49	"Boeser, Brock"	OKL	RW	4	3	3	6	1	2	1	0	0	0	14	21.4	71	17.8	2	5	7	28.6	24	9	33	72.7	8	7	15	53.3	0	0	0	0	0.0	10	2.50	0	0.000	4	4	1	0	0	0	0	0	0	0	2019-20	Playoffs	Veteran
50	"Bonino, Nick"	GRE	C	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Playoffs	Veteran
51	"Borgstrom, Henrik*"		C	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Playoffs	Rookie
52	"Bourque, Gabriel"		RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Playoffs	Veteran
53	"Boyd, Travis*"	CIN	RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Playoffs	Rookie
54	"Boyle, Brian"	MEM	LW	12	4	0	4	-3	18	0	0	0	0	12	33.3	169	14.1	41	40	81	50.6	25	21	46	54.3	18	12	30	60.0	1	0	0	1	100.0	21	1.75	0	0.000	1	1	3	1	1	1	0	0	0	0	2019-20	Playoffs	Veteran
55	"Bozak, Tyler"	SEA	C	25	4	7	11	4	2	1	1	1	0	46	8.7	370	14.8	200	139	339	59.0	125	39	164	76.2	21	28	49	42.9	0	0	0	0	0.0	24	0.96	1	0.040	0	3	1	0	0	0	0	0	0	0	2019-20	Playoffs	Veteran
56	"Brassard, Derick"	ATL	C	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Playoffs	Veteran
57	"Bratt, Jesper"	MIL	RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Playoffs	Veteran
58	"Brickley, Connor"		RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Playoffs	Veteran
59	"Brodziak, Kyle"		C	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Playoffs	Veteran
60	"Brodzinski, Jonny"		RW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Playoffs	Veteran
61	"Brouwer, Troy"	AUG	RW	26	2	0	2	-2	0	0	0	0	0	18	11.1	217	8.3	1	2	3	33.3	44	16	60	73.3	19	16	35	54.3	0	0	0	0	0.0	35	1.35	3	0.115	0	1	0	0	0	0	0	0	0	0	2019-20	Playoffs	Veteran
62	"Buchnevich, Pavel"	AUG	RW	24	6	6	12	2	11	0	0	3	0	48	12.5	398	16.6	4	11	15	26.7	110	31	141	78.0	23	31	54	42.6	0	0	1	1	0.0	26	1.08	1	0.042	0	3	1	2	0	1	0	0	0	0	2019-20	Playoffs	Veteran
63	"Burakovsky, Andre"	AUG	LW	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0	0.00	0	0.000	0	0	0	0	0	0	0	0	0	0	2019-20	Playoffs	Veteran
